Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Amazon,1185732,10/28/2021,Northeast,Maine,Portland,Men's Apparel,50,100,5000,1250,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Women's Athletic Footwear,55,100,5500,1650,Outlet
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Apparel,65,100,6500,1625,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Apparel,55,100,5500,2200,In-store
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Apparel,55,100,5500,2200,In-store
Amazon,1185732,3/21/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,100,4000,1600,Online
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,45,100,4500,1800,Online
Kohl's,1197831,3/12/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,100,2000,700,Online
Foot Locker,1185732,2/12/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,100,3500,1050,Online
Foot Locker,1185732,4/12/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,60,100,6000,2100,Online
Foot Locker,1185732,5/13/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,100,4500,1350,Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,100,3000,900,Online
Sports Direct,1185732,4/9/2021,Midwest,North Dakota,Fargo,Men's Apparel,60,100,6000,2100,In-store
Sports Direct,1185732,5/10/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,100,4000,1200,In-store
Foot Locker,1185732,1/6/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,100,2500,750,In-store
Foot Locker,1185732,3/5/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,1500,450,In-store
Foot Locker,1185732,4/6/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,1500,450,In-store
West Gear,1185732,1/3/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,100,2500,750,In-store
West Gear,1185732,4/3/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,100,6000,3000,In-store
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40,100,4000,1400,In-store
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Women's Athletic Footwear,40,100,4000,1400,In-store
Sports Direct,1185732,9/20/2021,Northeast,Maryland,Baltimore,Men's Apparel,50,100,5000,1500,In-store
Sports Direct,1185732,10/22/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,50,100,5000,1750,In-store
Kohl's,1185732,2/8/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,100,3000,1200,In-store
Kohl's,1185732,4/7/2021,Northeast,New Jersey,Newark,Women's Athletic Footwear,30,100,3000,1200,In-store
Kohl's,1185732,4/7/2021,Northeast,New Jersey,Newark,Men's Apparel,45,100,4500,1350,In-store
Sports Direct,1185732,3/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,100,3500,1050,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,100,4000,1600,In-store
Foot Locker,1185732,9/6/2021,Northeast,Rhode Island,Providence,Men's Apparel,50,100,5000,1500,In-store
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Women's Street Footwear,50,100,5000,2000,In-store
Sports Direct,1185732,1/17/2021,Northeast,Rhode Island,Providence,Women's Athletic Footwear,35,100,3500,875,In-store
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Men's Apparel,50,100,5000,1250,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,55,100,5500,1375,In-store
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Apparel,65,100,6500,1625,In-store
Sports Direct,1197831,10/8/2021,South,Texas,Dallas,Men's Apparel,36,100,360,162,Online
West Gear,1128299,5/1/2020,West,Colorado,Denver,Women's Apparel,74,100,740,259,Online
West Gear,1128299,5/5/2020,West,Colorado,Denver,Women's Athletic Footwear,59,100,590,283,Online
Kohl's,1189833,2/18/2021,Midwest,Montana,Billings,Men's Apparel,50,100,500,365,Online
Sports Direct,1197831,4/30/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,53,100,530,371,Online
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Women's Apparel,67,100,670,275,Online
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,58,100,580,220,Online
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,47,100,470,207,Online
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,28,100,280,132,Online
West Gear,1185732,3/10/2021,West,Utah,Salt Lake City,Women's Apparel,29,100,290,186,Online
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,19,100,190,95,Online
West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Street Footwear,33,100,330,168,Online
West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Athletic Footwear,42,100,420,227,Online
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,47,100,470,244,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,42,100,420,210,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,54,100,540,259,Online
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Men's Athletic Footwear,24,100,240,113,Online
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,19,100,190,105,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,64,100,640,326,Online
Kohl's,1185732,12/13/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50,100,500,240,Online
Amazon,1185732,12/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,55,100,550,303,Online
Foot Locker,1185732,11/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45,99,446,174,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Apparel,42,99,416,204,Outlet
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Apparel,44,99,436,157,Outlet
Sports Direct,1128299,1/13/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,28,99,277,116,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,16,99,158,73,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,42,99,416,146,Outlet
Amazon,1185732,10/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,44,99,436,213,Outlet
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,36,99,356,135,Outlet
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,44,99,436,192,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,35,99,347,94,Outlet
Foot Locker,1185732,12/2/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,98,627,263,Online
West Gear,1128299,4/7/2020,West,Colorado,Denver,Women's Apparel,72,98,706,176,Online
West Gear,1128299,4/10/2020,West,Colorado,Denver,Women's Street Footwear,59,98,578,347,Online
West Gear,1128299,7/22/2020,West,Washington,Seattle,Women's Athletic Footwear,58,98,568,250,Online
Foot Locker,1185732,11/27/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,54,98,529,291,Online
Foot Locker,1185732,12/10/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,41,98,402,189,Online
Kohl's,1189833,12/31/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,44,98,431,224,Online
Kohl's,1189833,2/24/2021,Midwest,Montana,Billings,Men's Apparel,54,98,529,397,Online
Sports Direct,1197831,5/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,38,98,372,261,Online
Sports Direct,1197831,8/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,32,98,314,194,Online
Amazon,1185732,11/18/2021,Northeast,Maine,Portland,Men's Street Footwear,62,98,608,298,Online
West Gear,1128299,1/10/2021,Northeast,Maine,Portland,Men's Street Footwear,33,98,323,113,Online
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Men's Athletic Footwear,42,98,412,132,Online
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,58,98,568,188,Online
Foot Locker,1128299,5/11/2021,West,Hawaii,Honolulu,Women's Street Footwear,56,98,549,220,Online
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,66,98,647,226,Online
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Men's Apparel,59,98,578,179,Online
Foot Locker,1128299,5/25/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,51,98,500,225,Online
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,41,98,402,197,Online
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Men's Apparel,39,98,382,187,Online
West Gear,1185732,1/11/2021,Midwest,Missouri,St. Louis,Men's Apparel,33,98,323,152,Online
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,14,98,137,63,Online
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Street Footwear,25,98,245,123,Online
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Street Footwear,27,98,265,127,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Apparel,64,98,627,226,Online
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,42,98,412,193,Online
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Apparel,50,98,490,186,Online
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,59,98,578,289,Online
Sports Direct,1128299,2/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,37,98,363,131,Online
Amazon,1185732,3/9/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,24,98,235,122,Online
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,52,98,510,245,Online
Foot Locker,1185732,12/21/2021,Southeast,Kentucky,Louisville,Women's Apparel,64,98,627,332,Online
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Women's Street Footwear,24,98,235,127,Online
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Apparel,32,98,314,157,Online
Walmart,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Apparel,34,98,333,150,Online
Walmart,1197831,3/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,20,98,196,88,Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,37,98,363,189,Online
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Men's Apparel,54,98,529,254,Online
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,98,147,81,Online
West Gear,1197831,2/21/2021,South,Oklahoma,Oklahoma City,Women's Apparel,18,98,176,90,Online
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,42,98,412,214,Online
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,59,98,578,266,Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,38,98,372,168,Online
Kohl's,1197831,2/14/2021,Midwest,Kansas,Wichita,Women's Apparel,18,98,176,86,Online
Sports Direct,1185732,7/8/2021,Midwest,North Dakota,Fargo,Women's Apparel,54,98,529,286,Online
Foot Locker,1185732,8/6/2021,Midwest,Iowa,Des Moines,Women's Apparel,53,98,519,286,Online
West Gear,1185732,6/3/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,51,98,500,275,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,33,98,323,178,Online
West Gear,1185732,7/16/2021,Northeast,West Virginia,Charleston,Women's Street Footwear,49,98,480,255,Online
Foot Locker,1185732,2/15/2021,Northeast,Delaware,Wilmington,Women's Apparel,39,98,382,203,Online
Kohl's,1185732,11/14/2021,Northeast,Delaware,Wilmington,Women's Apparel,64,98,627,345,Online
Kohl's,1185732,12/13/2021,Northeast,Delaware,Wilmington,Women's Athletic Footwear,53,98,519,280,Online
Kohl's,1185732,7/6/2021,Northeast,New Jersey,Newark,Men's Athletic Footwear,42,98,412,206,Online
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,64,98,627,282,Online
Amazon,1185732,12/13/2021,Northeast,Massachusetts,Boston,Women's Street Footwear,51,98,500,195,Online
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,44,98,431,220,Online
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,46,98,451,216,Online
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,46,98,451,216,Online
Amazon,1185732,4/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,46,98,451,207,Online
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Women's Street Footwear,51,98,500,210,Online
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,68,98,666,307,Online
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,62,98,608,316,Online
Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,26,98,255,171,Outlet
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35,98,343,141,Outlet
West Gear,1128299,2/24/2021,West,Oregon,Portland,Women's Apparel,28,98,274,96,Outlet
West Gear,1128299,3/23/2021,West,Oregon,Portland,Men's Athletic Footwear,40,98,392,161,Outlet
Foot Locker,1185732,2/18/2021,South,Mississippi,Jackson,Women's Athletic Footwear,19,98,186,86,Outlet
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Men's Apparel,30,98,294,118,Outlet
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,12,98,118,55,Outlet
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Apparel,55,98,539,216,Outlet
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,46,98,451,158,Outlet
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,47,98,461,226,Outlet
West Gear,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Street Footwear,57,96,547,263,Online
Sports Direct,1197831,8/27/2021,South,Texas,Dallas,Men's Apparel,29,96,278,103,Outlet
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,26,96,250,85,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Women's Apparel,60,96,576,282,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,39,96,374,124,Outlet
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,43,96,413,178,Outlet
West Gear,1128299,9/18/2021,South,Louisiana,New Orleans,Women's Street Footwear,30,96,288,132,Outlet
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,37,96,355,139,Outlet
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,96,384,173,Outlet
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Women's Athletic Footwear,16,96,154,66,Outlet
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Women's Street Footwear,11,96,106,50,Outlet
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,11,96,106,40,Outlet
Sports Direct,1185732,2/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,32,96,307,120,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Women's Street Footwear,35,96,336,111,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,38,96,365,128,Outlet
Foot Locker,1185732,8/7/2021,Northeast,Rhode Island,Providence,Women's Apparel,38,96,365,171,Outlet
Amazon,1185732,3/10/2021,Northeast,Vermont,Burlington,Women's Apparel,29,96,278,128,Outlet
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Street Footwear,37,96,355,131,Outlet
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,36,96,346,145,Outlet
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Athletic Footwear,42,96,403,157,Outlet
Amazon,1185732,2/19/2021,Northeast,Vermont,Burlington,Women's Street Footwear,31,96,298,101,Outlet
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,41,96,394,130,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Men's Apparel,59,96,566,193,Outlet
Foot Locker,1185732,7/22/2021,Midwest,Nebraska,Omaha,Women's Street Footwear,30,95,2850,998,Outlet
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,64,95,608,261,Online
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,78,95,741,252,Online
West Gear,1128299,4/1/2020,West,Colorado,Denver,Women's Apparel,52,95,494,143,Online
Sports Direct,1197831,3/14/2021,South,Tennessee,Knoxville,Men's Apparel,39,95,371,148,Online
Sports Direct,1197831,9/21/2021,South,Alabama,Birmingham,Women's Athletic Footwear,58,95,551,391,Online
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,46,95,437,201,Online
Foot Locker,1185732,3/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,23,95,219,101,Online
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Apparel,28,95,266,170,Online
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Street Footwear,50,95,475,238,Online
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Women's Apparel,41,95,390,175,Online
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Apparel,47,95,447,263,Online
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,48,95,456,251,Online
Foot Locker,1128299,6/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,46,95,437,219,Online
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,46,95,437,214,Online
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,48,95,456,164,Online
Amazon,1185732,7/21/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,44,95,418,205,Online
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Men's Apparel,34,95,323,155,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,58,95,551,253,Online
Sports Direct,1185732,8/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,54,95,513,272,Online
West Gear,1185732,5/18/2021,Northeast,West Virginia,Charleston,Women's Apparel,52,95,494,272,Online
Foot Locker,1185732,11/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,33,95,314,166,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Men's Apparel,61,95,580,290,Online
Foot Locker,1185732,11/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,67,95,637,299,Online
Sports Direct,1185732,11/7/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,55,95,523,256,Online
Amazon,1185732,9/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,54,95,513,267,Online
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,41,94,385,177,Online
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,50,94,470,306,Online
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,37,94,348,122,Online
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,54,94,508,173,Online
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,68,94,639,160,Online
West Gear,1128299,4/3/2020,West,Colorado,Denver,Men's Athletic Footwear,59,94,555,194,Online
West Gear,1128299,7/23/2020,West,Washington,Seattle,Men's Apparel,69,94,649,227,Online
Foot Locker,1185732,7/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,36,94,338,183,Online
Foot Locker,1128299,2/10/2021,West,Alaska,Anchorage,Women's Street Footwear,44,94,414,149,Online
Foot Locker,1128299,4/10/2021,West,Hawaii,Honolulu,Women's Apparel,66,94,620,310,Online
Sports Direct,1185732,3/15/2021,Midwest,Michigan,Detroit,Men's Apparel,43,94,404,210,Online
Foot Locker,1185732,2/18/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,28,94,263,129,Online
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Men's Apparel,37,94,348,170,Online
West Gear,1185732,4/11/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,25,94,235,106,Online
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Apparel,67,94,630,227,Online
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Apparel,65,94,611,244,Online
Sports Direct,1128299,4/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,94,470,235,Online
Amazon,1185732,9/23/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,44,94,414,203,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Men's Apparel,23,94,216,108,Online
West Gear,1197831,11/20/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,14,94,132,66,Online
West Gear,1197831,4/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,28,94,263,145,Online
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,44,94,414,223,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,54,94,508,269,Online
Kohl's,1197831,5/12/2021,Midwest,Kansas,Wichita,Women's Apparel,42,94,395,178,Online
Kohl's,1197831,6/14/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,32,94,301,144,Online
Kohl's,1197831,9/12/2021,Midwest,Kansas,Wichita,Women's Apparel,29,94,273,134,Online
Foot Locker,1185732,6/12/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,50,94,470,249,Online
Foot Locker,1185732,7/11/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,53,94,498,264,Online
Foot Locker,1185732,7/5/2021,Midwest,Iowa,Des Moines,Women's Apparel,51,94,479,240,Online
West Gear,1185732,7/2/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,52,94,489,264,Online
West Gear,1185732,6/10/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32,94,301,159,Online
West Gear,1185732,4/17/2021,Northeast,West Virginia,Charleston,Women's Apparel,47,94,442,225,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Apparel,51,94,479,197,Online
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,94,451,226,Online
Foot Locker,1185732,10/8/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,53,94,498,249,Online
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,47,94,442,186,Online
Amazon,1185732,1/14/2021,Northeast,Massachusetts,Boston,Men's Athletic Footwear,42,94,395,237,Online
Amazon,1185732,7/10/2021,Northeast,Vermont,Burlington,Men's Apparel,54,94,508,239,Online
Amazon,1185732,11/11/2021,Northeast,Vermont,Burlington,Women's Apparel,70,94,658,349,Online
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Apparel,60,94,564,243,Online
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,24,94,226,88,Outlet
Sports Direct,1197831,3/20/2021,South,Tennessee,Knoxville,Men's Apparel,29,94,273,87,Outlet
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,36,94,338,125,Outlet
Walmart,1128299,9/18/2021,Southeast,Florida,Orlando,Men's Apparel,54,94,508,117,Outlet
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,19,94,179,77,Outlet
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,13,94,122,56,Outlet
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Athletic Footwear,33,94,310,121,Outlet
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Men's Apparel,33,94,310,115,Outlet
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,42,94,395,154,Outlet
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,15,94,141,63,Outlet
Sports Direct,1185732,4/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,26,94,244,103,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Women's Athletic Footwear,34,94,320,115,Outlet
Sports Direct,1185732,10/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,39,94,367,161,Outlet
Foot Locker,1185732,10/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,46,94,432,182,Outlet
Sports Direct,1185732,4/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,30,94,282,102,Outlet
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,41,94,385,197,Outlet
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Women's Street Footwear,59,93,549,214,Online
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Street Footwear,19,93,177,85,Online
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,26,93,242,77,Outlet
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,41,93,381,156,Outlet
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,16,93,149,62,Outlet
West Gear,1128299,10/24/2021,West,Oregon,Portland,Men's Apparel,40,93,372,167,Outlet
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,39,93,363,134,Outlet
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Men's Apparel,44,93,409,143,Outlet
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,29,93,270,102,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Apparel,43,93,400,132,Outlet
Sports Direct,1185732,9/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,40,93,372,175,Outlet
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Women's Apparel,36,93,335,147,Outlet
Sports Direct,1185732,3/13/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,25,93,233,65,Outlet
Amazon,1185732,9/10/2021,Northeast,Vermont,Burlington,Women's Apparel,45,93,419,193,Outlet
Amazon,1185732,5/17/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,40,93,372,160,Outlet
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,36,93,335,134,Outlet
West Gear,1128299,4/18/2020,West,Colorado,Denver,Men's Apparel,66,91,601,462,Online
